Instance	Selection	Indicator	PopulationSize	Reward	Hypervolume
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8196479.386165435
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8196448.810508413
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8196448.810508413
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8196356.2443318935
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8195679.67742441
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8196448.810508413
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8196448.810508413
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8196448.810508413
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8197865.4097953355
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8196445.838890211
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8196430.84492801
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8196448.810508413
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8196560.424166074
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8197826.571067687
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8203582.61185208
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4241.1994423326105	8197545.412080819
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8196578.389746477
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4241.1994423326105	8197545.412080819
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8196608.230354174
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8198395.014764109
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8198262.4639078425
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8196560.424166074
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8196448.810508413
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8196448.810508413
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8196448.810508413
eil51_n50_bounded-strongly-corr_01.ttp	BEST	LHV	50	4230.996564340826	8196445.838890211
