Instance	Selection	Indicator	PopulationSize	Reward	Hypervolume
eil51_n50_uncorr-similar-weights_01.ttp	BEST	LHV	50	1390.0019663472417	1560863.3477432602
eil51_n50_uncorr-similar-weights_01.ttp	BEST	LHV	50	1406.3972796295188	1570337.4370651352
eil51_n50_uncorr-similar-weights_01.ttp	BEST	LHV	50	1399.2727366561244	1565910.4818885752
eil51_n50_uncorr-similar-weights_01.ttp	BEST	LHV	50	1424.833956636564	1537440.4003577104
eil51_n50_uncorr-similar-weights_01.ttp	BEST	LHV	50	1402.8730633973846	1553068.6604429572
eil51_n50_uncorr-similar-weights_01.ttp	BEST	LHV	50	1413.5245917244897	1574235.1860104306
eil51_n50_uncorr-similar-weights_01.ttp	BEST	LHV	50	1414.3330633973842	1574553.2932604435
eil51_n50_uncorr-similar-weights_01.ttp	BEST	LHV	50	1399.3261980487268	1505205.7423207606
eil51_n50_uncorr-similar-weights_01.ttp	BEST	LHV	50	1413.5245917244897	1574230.2818606477
eil51_n50_uncorr-similar-weights_01.ttp	BEST	LHV	50	1378.4800981465282	1539704.1947977054
eil51_n50_uncorr-similar-weights_01.ttp	BEST	LHV	50	1403.146198048727	1567965.246397614
eil51_n50_uncorr-similar-weights_01.ttp	BEST	LHV	50	1390.0019663472417	1560685.3574570362
eil51_n50_uncorr-similar-weights_01.ttp	BEST	LHV	50	1429.6130633973848	1583150.7213515665
eil51_n50_uncorr-similar-weights_01.ttp	BEST	LHV	50	1378.4800981465282	1484200.420165842
eil51_n50_uncorr-similar-weights_01.ttp	BEST	LHV	50	1417.3445917244899	1576292.0793128721
eil51_n50_uncorr-similar-weights_01.ttp	BEST	LHV	50	1459.9534363115388	1607265.4426041285
eil51_n50_uncorr-similar-weights_01.ttp	BEST	LHV	50	1409.1819281171877	1505184.1216276628
eil51_n50_uncorr-similar-weights_01.ttp	BEST	LHV	50	1399.3261980487268	1565673.5782591728
