eil51_n05_m20_multiple-strongly-corr_01.ttp:,204,794,1594,169,262.2964008,662.847777,1502
eil51_n05_m20_multiple-strongly-corr_01.ttp:,4,994,1194,169,549.6808511,-757.3670213,147
eil51_n05_m20_multiple-strongly-corr_01.ttp:,4,994,1194,169,549.6808511,-757.3670213,157
eil51_n05_m20_multiple-strongly-corr_01.ttp:,4,994,1194,169,549.6808511,-757.3670213,159
eil51_n05_m20_multiple-strongly-corr_01.ttp:,4,994,1194,169,549.6808511,-757.3670213,160
eil51_n05_m20_multiple-strongly-corr_01.ttp:,4,994,1194,169,549.6808511,-757.3670213,169
eil51_n05_m20_multiple-strongly-corr_01.ttp:,4,994,1194,169,549.6808511,-757.3670213,187
eil51_n05_m20_multiple-strongly-corr_01.ttp:,4,994,1194,169,549.6808511,-757.3670213,197
eil51_n05_m20_multiple-strongly-corr_01.ttp:,4,994,1194,169,549.6808511,-757.3670213,2671
eil51_n05_m20_multiple-strongly-corr_01.ttp:,4,994,1194,169,549.6808511,-757.3670213,3043
eil51_n05_m20_multiple-strongly-corr_06.ttp:,904,4761,6561,169,313.7098469,2021.618515,154
eil51_n05_m20_multiple-strongly-corr_06.ttp:,904,4761,6561,169,313.7098469,2021.618515,180
eil51_n05_m20_multiple-strongly-corr_06.ttp:,904,4761,6561,169,313.7098469,2021.618515,2394
eil51_n05_m20_multiple-strongly-corr_06.ttp:,904,4761,6561,169,313.7098469,2021.618515,656
eil51_n05_m20_multiple-strongly-corr_06.ttp:,935,4730,7530,169,321.549542,2877.178127,1125
eil51_n05_m20_multiple-strongly-corr_06.ttp:,935,4730,7530,169,321.549542,2877.178127,148
eil51_n05_m20_multiple-strongly-corr_06.ttp:,935,4730,7530,169,321.549542,2877.178127,164
eil51_n05_m20_multiple-strongly-corr_06.ttp:,935,4730,7530,169,321.549542,2877.178127,1654
eil51_n05_m20_multiple-strongly-corr_06.ttp:,935,4730,7530,169,321.549542,2877.178127,170
eil51_n05_m20_multiple-strongly-corr_06.ttp:,935,4730,7530,169,321.549542,2877.178127,173
eil51_n05_m20_multiple-strongly-corr_10.ttp:,1606,7596,10896,169,324.9821074,4341.110895,154
eil51_n05_m20_multiple-strongly-corr_10.ttp:,1606,7596,10896,169,324.9821074,4341.110895,164
eil51_n05_m20_multiple-strongly-corr_10.ttp:,1606,7596,10896,169,324.9821074,4341.110895,184
eil51_n05_m20_multiple-strongly-corr_10.ttp:,1606,7596,10896,169,324.9821074,4341.110895,8899
eil51_n05_m20_multiple-strongly-corr_10.ttp:,2706,6496,9796,169,276.623818,4216.497592,154
eil51_n05_m20_multiple-strongly-corr_10.ttp:,2706,6496,9796,169,276.623818,4216.497592,158
eil51_n05_m20_multiple-strongly-corr_10.ttp:,2706,6496,9796,169,276.623818,4216.497592,161
eil51_n05_m20_multiple-strongly-corr_10.ttp:,2706,6496,9796,169,276.623818,4216.497592,164
eil51_n05_m20_multiple-strongly-corr_10.ttp:,2706,6496,9796,169,276.623818,4216.497592,179
eil51_n05_m20_multiple-strongly-corr_10.ttp:,2706,6496,9796,169,276.623818,4216.497592,2439
eil51_n05_m20_uncorr_01.ttp:,144,840,3234,169,317.3920393,1301.082481,150
